epoch,CBAM_UNET_loss,CBAM_UNET_iou,UNET_loss,UNET_iou,UNET_PLUS_PLUS_loss,UNET_PLUS_PLUS_iou
0,0.5974762974114254,0.0006528740632347763,0.4520557276133833,0.036385610699653625,0.4110211832769986,0.014027616940438747
