epoch,CBAM_UNET_loss,CBAM_UNET_iou,UNET_loss,UNET_iou,UNET_PLUS_PLUS_loss,UNET_PLUS_PLUS_iou
0,0.0,0.0,0.0,0.0,0.0,0.0
